Complaint_ID,Category,Area,Priority,Status,Filing_Date,Resolution_Date,Delay_Days
CMPL-50027,Sewerage,Indra Nagar,Low,In-Progress,2025-08-24,,
CMPL-50028,Garbage Collection,Indra Nagar,Low,Resolved,2025-06-02,2025-06-12,10.0
CMPL-50029,Street Light,Basharatpur,High,Resolved,2026-01-28,2026-02-09,12.0
CMPL-50030,Road Construction,Mohaddipur,Medium,In-Progress,2025-03-31,,
CMPL-50031,Street Light,Mohaddipur,High,In-Progress,2024-09-15,,
CMPL-50032,Street Light,Mohaddipur,Low,Resolved,2024-04-20,2024-04-27,7.0
CMPL-50033,Road Construction,Golghar,Low,Resolved,2026-02-03,2026-03-31,56.0
CMPL-50034,Water Supply,Mohaddipur,High,In-Progress,2025-10-06,,
CMPL-50035,Road Construction,Civil Lines,High,Resolved,2025-10-04,2026-01-18,106.0
CMPL-50036,Road Construction,Indra Nagar,Low,In-Progress,2026-01-09,,
CMPL-50037,Garbage Collection,Mohaddipur,Low,In-Progress,2025-09-20,,
CMPL-50038,Sewerage,Golghar,Medium,Resolved,2025-12-26,2026-02-17,53.0
CMPL-50039,Street Light,Mohaddipur,Low,Pending,2026-02-26,,
CMPL-50040,Road Construction,Mohaddipur,Low,Pending,2024-08-18,,
CMPL-50041,Garbage Collection,Basharatpur,Medium,Pending,2024-06-16,,
CMPL-50042,Road Construction,Civil Lines,Low,Resolved,2025-10-02,2026-03-20,169.0
CMPL-50043,Sewerage,Indra Nagar,Low,Pending,2025-12-02,,
CMPL-50044,Street Light,Basharatpur,High,In-Progress,2024-09-14,,
CMPL-50045,Road Construction,Civil Lines,Low,In-Progress,2025-11-01,,
CMPL-50046,Water Supply,Indra Nagar,High,Pending,2024-11-19,,
CMPL-50047,Water Supply,Golghar,Low,Pending,2025-02-04,,
CMPL-50048,Water Supply,Indra Nagar,Medium,Pending,2024-06-03,,
CMPL-50049,Sewerage,Mohaddipur,Low,Resolved,2024-05-17,2024-06-30,44.0
CMPL-50050,Road Construction,Indra Nagar,High,Pending,2024-11-04,,
CMPL-50051,Garbage Collection,Basharatpur,High,In-Progress,2025-09-01,,
CMPL-50052,Street Light,Basharatpur,Low,Resolved,2025-02-04,2025-02-14,10.0
CMPL-50053,Sewerage,Indra Nagar,Low,Resolved,2024-06-21,2024-07-13,22.0
CMPL-50054,Garbage Collection,Golghar,Medium,In-Progress,2026-04-18,,
CMPL-50055,Road Construction,Golghar,Low,In-Progress,2025-06-22,,
CMPL-50056,Street Light,Basharatpur,High,Resolved,2026-02-16,2026-03-03,15.0
CMPL-50057,Water Supply,Mohaddipur,Medium,Resolved,2026-03-21,2026-05-11,51.0
CMPL-50058,Road Construction,Golghar,Low,Resolved,2025-08-21,2026-01-21,153.0
CMPL-50059,Road Construction,Golghar,Medium,Resolved,2024-06-01,2024-07-11,40.0
CMPL-50060,Street Light,Civil Lines,High,Resolved,2025-05-27,2025-06-08,12.0
CMPL-50061,Road Construction,Basharatpur,Medium,In-Progress,2024-10-20,,
CMPL-50062,Road Construction,Golghar,High,In-Progress,2025-05-08,,
CMPL-50063,Street Light,Golghar,Low,Pending,2024-09-01,,
CMPL-50064,Sewerage,Mohaddipur,Low,Pending,2025-09-01,,
CMPL-50065,Water Supply,Indra Nagar,High,Pending,2025-08-13,,
CMPL-50066,Sewerage,Golghar,High,In-Progress,2024-10-19,,
CMPL-50067,Street Light,Civil Lines,Medium,Pending,2025-10-01,,
CMPL-50068,Water Supply,Civil Lines,Medium,Resolved,2024-05-13,2024-06-25,43.0
CMPL-50069,Sewerage,Civil Lines,Medium,Pending,2024-05-24,,
CMPL-50070,Road Construction,Golghar,Low,In-Progress,2024-06-15,,
CMPL-50071,Garbage Collection,Civil Lines,High,Pending,2024-12-19,,
CMPL-50072,Water Supply,Mohaddipur,High,Resolved,2025-04-27,2025-06-02,36.0
CMPL-50073,Street Light,Basharatpur,High,Pending,2024-12-29,,
CMPL-50074,Street Light,Civil Lines,Low,In-Progress,2025-11-05,,
CMPL-50075,Garbage Collection,Basharatpur,Medium,In-Progress,2025-11-03,,
CMPL-50076,Water Supply,Mohaddipur,Medium,In-Progress,2024-12-01,,
CMPL-50077,Road Construction,Civil Lines,High,In-Progress,2024-10-07,,
CMPL-50078,Garbage Collection,Basharatpur,Low,In-Progress,2025-08-31,,
CMPL-50079,Sewerage,Mohaddipur,High,Pending,2025-12-06,,
CMPL-50080,Garbage Collection,Basharatpur,Low,Pending,2025-04-05,,
CMPL-50081,Sewerage,Mohaddipur,High,In-Progress,2025-01-24,,
CMPL-50082,Street Light,Civil Lines,Low,Resolved,2025-10-23,2025-11-02,10.0
CMPL-50083,Street Light,Mohaddipur,Medium,Resolved,2025-03-19,2025-04-03,15.0
CMPL-50084,Garbage Collection,Basharatpur,Low,Pending,2025-05-26,,
CMPL-50085,Road Construction,Mohaddipur,Low,Resolved,2025-08-21,2025-09-20,30.0
CMPL-50086,Water Supply,Mohaddipur,Low,Pending,2026-01-06,,
CMPL-50087,Garbage Collection,Indra Nagar,Medium,Pending,2025-04-30,,
CMPL-50088,Garbage Collection,Civil Lines,High,In-Progress,2024-09-02,,
CMPL-50089,Road Construction,Mohaddipur,High,In-Progress,2025-11-16,,
CMPL-50090,Road Construction,Civil Lines,Low,In-Progress,2024-06-14,,
CMPL-50091,Sewerage,Civil Lines,High,In-Progress,2026-03-11,,
CMPL-50092,Street Light,Mohaddipur,Low,In-Progress,2024-07-19,,
CMPL-50093,Garbage Collection,Indra Nagar,High,Resolved,2024-06-21,2024-07-16,25.0
CMPL-50094,Road Construction,Mohaddipur,High,In-Progress,2026-01-19,,
CMPL-50095,Garbage Collection,Civil Lines,Low,Pending,2024-12-24,,
CMPL-50096,Road Construction,Golghar,Low,Resolved,2025-07-05,2025-09-06,63.0
CMPL-50097,Water Supply,Civil Lines,Medium,In-Progress,2025-01-27,,
CMPL-50098,Road Construction,Indra Nagar,Low,Pending,2024-11-05,,
CMPL-50099,Sewerage,Civil Lines,High,Pending,2025-02-26,,
CMPL-50100,Sewerage,Civil Lines,Medium,In-Progress,2025-04-08,,
CMPL-50101,Sewerage,Golghar,Medium,In-Progress,2025-12-07,,
CMPL-50102,Sewerage,Indra Nagar,Medium,In-Progress,2024-10-27,,
CMPL-50103,Sewerage,Civil Lines,Low,Resolved,2024-06-19,2024-07-03,14.0
CMPL-50104,Road Construction,Mohaddipur,High,Resolved,2025-04-12,2025-08-04,114.0
CMPL-50105,Garbage Collection,Golghar,High,Resolved,2025-02-16,2025-02-24,8.0
CMPL-50106,Road Construction,Indra Nagar,Low,In-Progress,2025-09-28,,
CMPL-50107,Water Supply,Indra Nagar,Medium,Pending,2026-04-03,,
CMPL-50108,Garbage Collection,Indra Nagar,Medium,Pending,2025-03-12,,
CMPL-50109,Street Light,Golghar,Low,Pending,2024-05-22,,
CMPL-50110,Garbage Collection,Basharatpur,High,Resolved,2026-02-08,2026-02-14,6.0
CMPL-50111,Road Construction,Civil Lines,Low,Resolved,2024-08-30,2025-01-10,133.0
CMPL-50112,Street Light,Golghar,Medium,Pending,2025-07-10,,
CMPL-50113,Road Construction,Mohaddipur,Medium,Pending,2024-06-22,,
CMPL-50114,Road Construction,Mohaddipur,Medium,In-Progress,2024-05-04,,
CMPL-50115,Street Light,Basharatpur,Low,In-Progress,2026-04-11,,
CMPL-50116,Sewerage,Indra Nagar,High,Resolved,2025-12-08,2026-01-19,42.0
CMPL-50117,Sewerage,Golghar,High,In-Progress,2025-03-27,,
CMPL-50118,Sewerage,Civil Lines,Low,In-Progress,2024-12-13,,
CMPL-50119,Road Construction,Indra Nagar,Low,Pending,2026-04-18,,
CMPL-50120,Street Light,Mohaddipur,Low,Pending,2025-03-29,,
CMPL-50121,Street Light,Indra Nagar,Low,In-Progress,2026-02-04,,
CMPL-50122,Water Supply,Civil Lines,Low,In-Progress,2024-05-07,,
CMPL-50123,Street Light,Mohaddipur,High,In-Progress,2024-10-04,,
CMPL-50124,Garbage Collection,Basharatpur,High,Pending,2025-03-21,,
CMPL-50125,Sewerage,Basharatpur,Low,In-Progress,2025-01-13,,
CMPL-50126,Road Construction,Basharatpur,Medium,In-Progress,2024-07-16,,
CMPL-50127,Garbage Collection,Basharatpur,Low,Pending,2025-03-19,,
CMPL-50128,Street Light,Golghar,High,In-Progress,2024-09-15,,
CMPL-50129,Water Supply,Golghar,Medium,Resolved,2025-08-23,2025-09-13,21.0
CMPL-50130,Sewerage,Golghar,Medium,Resolved,2025-10-27,2025-11-09,13.0
CMPL-50131,Garbage Collection,Civil Lines,High,Pending,2024-12-23,,
CMPL-50132,Garbage Collection,Golghar,Medium,Pending,2024-12-01,,
CMPL-50133,Street Light,Mohaddipur,Low,Pending,2025-07-26,,
CMPL-50134,Street Light,Mohaddipur,Medium,Resolved,2025-05-16,2025-05-18,2.0
CMPL-50135,Water Supply,Civil Lines,Low,In-Progress,2025-11-25,,
CMPL-50136,Road Construction,Golghar,Medium,Resolved,2025-01-04,2025-06-29,176.0
CMPL-50137,Garbage Collection,Civil Lines,Low,Resolved,2026-01-18,2026-01-24,6.0
CMPL-50138,Water Supply,Indra Nagar,Medium,In-Progress,2024-11-23,,
CMPL-50139,Street Light,Indra Nagar,High,Resolved,2025-03-07,2025-03-21,14.0
CMPL-50140,Street Light,Civil Lines,Medium,Pending,2026-03-25,,
CMPL-50141,Sewerage,Golghar,Medium,Resolved,2026-02-21,2026-03-22,29.0
CMPL-50142,Garbage Collection,Basharatpur,Low,Resolved,2025-02-28,2025-04-01,32.0
CMPL-50143,Sewerage,Golghar,Low,Pending,2026-02-09,,
CMPL-50144,Garbage Collection,Basharatpur,Low,In-Progress,2025-09-22,,
CMPL-50145,Garbage Collection,Mohaddipur,Low,Resolved,2024-07-02,2024-07-16,14.0
CMPL-50146,Street Light,Mohaddipur,Medium,In-Progress,2024-05-05,,
CMPL-50147,Sewerage,Basharatpur,High,Pending,2025-09-06,,
CMPL-50148,Sewerage,Basharatpur,Low,Pending,2025-02-07,,
CMPL-50149,Water Supply,Indra Nagar,High,Resolved,2025-07-22,2025-09-07,47.0
CMPL-50150,Garbage Collection,Civil Lines,High,Pending,2024-05-04,,
CMPL-50151,Sewerage,Golghar,Low,In-Progress,2024-07-09,,
CMPL-50152,Garbage Collection,Golghar,High,In-Progress,2024-07-25,,
CMPL-50153,Street Light,Basharatpur,Low,Pending,2024-11-26,,
CMPL-50154,Sewerage,Civil Lines,Medium,In-Progress,2025-07-11,,
CMPL-50155,Street Light,Indra Nagar,Medium,Resolved,2024-05-02,2024-05-10,8.0
CMPL-50156,Garbage Collection,Basharatpur,Medium,In-Progress,2024-07-03,,
CMPL-50157,Water Supply,Golghar,Medium,Pending,2026-03-21,,
CMPL-50158,Road Construction,Mohaddipur,High,Resolved,2025-04-23,2025-06-08,46.0
CMPL-50159,Water Supply,Basharatpur,Low,Resolved,2025-10-14,2025-11-24,41.0
CMPL-50160,Street Light,Basharatpur,Low,Pending,2025-01-20,,
CMPL-50161,Water Supply,Golghar,Medium,Pending,2024-07-19,,
CMPL-50162,Garbage Collection,Basharatpur,Medium,Pending,2024-09-06,,
CMPL-50163,Garbage Collection,Indra Nagar,Medium,Resolved,2026-01-25,2026-03-05,39.0
CMPL-50164,Sewerage,Basharatpur,High,In-Progress,2025-11-10,,
CMPL-50165,Water Supply,Basharatpur,Medium,In-Progress,2025-02-16,,
CMPL-50166,Water Supply,Golghar,Low,Pending,2025-10-07,,
CMPL-50167,Water Supply,Civil Lines,High,In-Progress,2026-02-23,,
CMPL-50168,Sewerage,Golghar,Low,Pending,2025-07-08,,
CMPL-50169,Street Light,Mohaddipur,High,In-Progress,2025-03-10,,
CMPL-50170,Road Construction,Civil Lines,High,In-Progress,2026-04-10,,
CMPL-50171,Road Construction,Golghar,Medium,In-Progress,2024-05-19,,
CMPL-50172,Sewerage,Indra Nagar,High,In-Progress,2024-11-10,,
CMPL-50173,Sewerage,Golghar,Medium,Resolved,2025-09-25,2025-10-14,19.0
CMPL-50174,Garbage Collection,Basharatpur,High,Resolved,2025-01-27,2025-03-17,49.0
CMPL-50175,Road Construction,Mohaddipur,Medium,Resolved,2025-05-06,2025-06-10,35.0
CMPL-50176,Water Supply,Mohaddipur,Low,In-Progress,2025-10-27,,
CMPL-50177,Garbage Collection,Mohaddipur,Medium,Resolved,2025-08-04,2025-10-02,59.0
CMPL-50178,Sewerage,Golghar,Medium,Resolved,2026-02-18,2026-03-19,29.0
CMPL-50179,Water Supply,Indra Nagar,Medium,Pending,2025-09-02,,
CMPL-50180,Road Construction,Indra Nagar,High,Pending,2025-12-24,,
CMPL-50181,Street Light,Basharatpur,Medium,Resolved,2025-09-02,2025-09-07,5.0
CMPL-50182,Street Light,Mohaddipur,High,In-Progress,2026-03-08,,
CMPL-50183,Road Construction,Basharatpur,Medium,In-Progress,2026-03-27,,
CMPL-50184,Garbage Collection,Golghar,Medium,In-Progress,2024-12-30,,
CMPL-50185,Water Supply,Basharatpur,High,In-Progress,2024-08-02,,
CMPL-50186,Road Construction,Indra Nagar,Low,Pending,2025-11-21,,
CMPL-50187,Street Light,Basharatpur,Medium,Pending,2024-06-16,,
CMPL-50188,Street Light,Indra Nagar,High,In-Progress,2024-08-15,,
CMPL-50189,Street Light,Golghar,Low,Resolved,2024-07-06,2024-07-15,9.0
CMPL-50190,Sewerage,Civil Lines,Medium,Pending,2025-05-30,,
CMPL-50191,Street Light,Civil Lines,Low,Pending,2024-11-09,,
CMPL-50192,Garbage Collection,Indra Nagar,Medium,In-Progress,2025-11-08,,
CMPL-50193,Street Light,Golghar,Low,In-Progress,2025-10-09,,
CMPL-50194,Garbage Collection,Mohaddipur,Low,Resolved,2026-02-11,2026-04-05,53.0
CMPL-50195,Street Light,Civil Lines,Low,In-Progress,2024-04-28,,
CMPL-50196,Road Construction,Indra Nagar,High,Resolved,2025-02-21,2025-06-29,128.0
CMPL-50197,Water Supply,Indra Nagar,High,Pending,2025-11-08,,
CMPL-50198,Water Supply,Golghar,Medium,Resolved,2026-04-12,2026-05-20,38.0
CMPL-50199,Sewerage,Golghar,High,Resolved,2025-05-14,2025-07-11,58.0
CMPL-50200,Water Supply,Mohaddipur,High,In-Progress,2025-08-23,,
CMPL-50201,Water Supply,Civil Lines,Low,In-Progress,2025-05-24,,
CMPL-50202,Garbage Collection,Indra Nagar,Medium,In-Progress,2025-06-09,,
CMPL-50203,Water Supply,Mohaddipur,High,Pending,2024-07-20,,
CMPL-50204,Street Light,Indra Nagar,Low,Pending,2024-10-09,,
CMPL-50205,Sewerage,Mohaddipur,High,In-Progress,2025-01-20,,
CMPL-50206,Garbage Collection,Basharatpur,High,In-Progress,2024-07-31,,
CMPL-50207,Water Supply,Indra Nagar,High,Pending,2024-10-25,,
CMPL-50208,Road Construction,Mohaddipur,Low,In-Progress,2025-12-18,,
CMPL-50209,Road Construction,Mohaddipur,Medium,Pending,2025-01-27,,
CMPL-50210,Street Light,Indra Nagar,Medium,Pending,2025-10-07,,
CMPL-50211,Water Supply,Golghar,High,Resolved,2024-07-26,2024-09-18,54.0
CMPL-50212,Water Supply,Basharatpur,Low,In-Progress,2025-07-14,,
CMPL-50213,Street Light,Basharatpur,High,Pending,2025-02-24,,
CMPL-50214,Road Construction,Indra Nagar,Medium,Resolved,2024-08-24,2024-10-02,39.0
CMPL-50215,Street Light,Indra Nagar,Medium,In-Progress,2024-06-02,,
CMPL-50216,Sewerage,Golghar,Medium,Resolved,2024-11-06,2024-12-07,31.0
CMPL-50217,Street Light,Golghar,High,Resolved,2025-12-15,2025-12-21,6.0
CMPL-50218,Sewerage,Mohaddipur,Low,In-Progress,2025-06-12,,
CMPL-50219,Sewerage,Indra Nagar,High,Pending,2024-05-21,,
CMPL-50220,Garbage Collection,Mohaddipur,Low,In-Progress,2024-04-21,,
CMPL-50221,Road Construction,Golghar,High,Resolved,2025-07-17,2025-09-29,74.0
CMPL-50222,Garbage Collection,Golghar,Low,Resolved,2025-02-04,2025-02-15,11.0
CMPL-50223,Water Supply,Mohaddipur,High,Resolved,2024-08-12,2024-09-08,27.0
CMPL-50224,Garbage Collection,Civil Lines,High,Pending,2024-12-05,,
CMPL-50225,Garbage Collection,Golghar,High,Resolved,2025-12-17,2026-02-04,49.0
CMPL-50226,Street Light,Golghar,Low,Resolved,2025-04-27,2025-04-29,2.0
CMPL-50227,Sewerage,Mohaddipur,High,Pending,2024-07-27,,
CMPL-50228,Sewerage,Basharatpur,Medium,Pending,2024-04-24,,
CMPL-50229,Garbage Collection,Civil Lines,High,Resolved,2024-08-15,2024-09-23,39.0
CMPL-50230,Road Construction,Indra Nagar,Medium,In-Progress,2024-11-12,,
CMPL-50231,Water Supply,Civil Lines,High,Resolved,2025-07-22,2025-08-26,35.0
CMPL-50232,Garbage Collection,Mohaddipur,Medium,In-Progress,2025-12-28,,
CMPL-50233,Street Light,Mohaddipur,High,In-Progress,2025-11-30,,
CMPL-50234,Water Supply,Indra Nagar,Medium,Resolved,2025-08-01,2025-09-27,57.0
CMPL-50235,Garbage Collection,Indra Nagar,High,Resolved,2025-11-11,2025-12-02,21.0
CMPL-50236,Garbage Collection,Basharatpur,Medium,Resolved,2025-07-27,2025-08-23,27.0
CMPL-50237,Water Supply,Basharatpur,Low,Resolved,2024-09-09,2024-10-17,38.0
CMPL-50238,Sewerage,Indra Nagar,High,Pending,2024-12-26,,
CMPL-50239,Sewerage,Basharatpur,Medium,Pending,2025-01-28,,
CMPL-50240,Water Supply,Indra Nagar,Low,In-Progress,2025-02-27,,
CMPL-50241,Garbage Collection,Indra Nagar,Low,Pending,2025-08-08,,
CMPL-50242,Garbage Collection,Basharatpur,Medium,Resolved,2024-04-29,2024-05-04,5.0
CMPL-50243,Water Supply,Civil Lines,Low,Resolved,2024-09-26,2024-10-11,15.0
CMPL-50244,Garbage Collection,Golghar,High,In-Progress,2026-04-10,,
CMPL-50245,Garbage Collection,Civil Lines,Low,Resolved,2025-08-01,2025-08-12,11.0
CMPL-50246,Street Light,Civil Lines,Low,Resolved,2026-02-13,2026-02-16,3.0
CMPL-50247,Street Light,Indra Nagar,Low,Pending,2026-03-11,,
CMPL-50248,Water Supply,Mohaddipur,Medium,Resolved,2024-10-17,2024-12-01,45.0
CMPL-50249,Street Light,Golghar,Low,Pending,2024-04-20,,
CMPL-50250,Sewerage,Civil Lines,Medium,In-Progress,2024-10-25,,
CMPL-50251,Garbage Collection,Basharatpur,High,In-Progress,2024-05-13,,
CMPL-50252,Sewerage,Indra Nagar,Low,In-Progress,2024-05-21,,
CMPL-50253,Sewerage,Indra Nagar,Low,Pending,2025-08-13,,
CMPL-50254,Water Supply,Mohaddipur,Low,Resolved,2025-07-20,2025-08-14,25.0
CMPL-50255,Street Light,Golghar,Low,In-Progress,2025-04-28,,
CMPL-50256,Sewerage,Indra Nagar,Low,Resolved,2025-08-11,2025-09-02,22.0
CMPL-50257,Garbage Collection,Basharatpur,Medium,Resolved,2024-10-05,2024-11-04,30.0
CMPL-50258,Garbage Collection,Mohaddipur,Low,Resolved,2024-11-23,2025-01-12,50.0
CMPL-50259,Road Construction,Indra Nagar,High,Resolved,2024-09-27,2025-01-25,120.0
CMPL-50260,Street Light,Indra Nagar,High,In-Progress,2025-08-27,,
CMPL-50261,Garbage Collection,Basharatpur,Medium,In-Progress,2025-08-26,,
CMPL-50262,Sewerage,Basharatpur,Medium,Pending,2025-04-18,,
CMPL-50263,Street Light,Indra Nagar,High,Pending,2025-12-15,,
CMPL-50264,Sewerage,Civil Lines,Medium,In-Progress,2025-04-28,,
CMPL-50265,Road Construction,Basharatpur,Low,Resolved,2024-12-02,2025-03-28,116.0
CMPL-50266,Garbage Collection,Basharatpur,High,Resolved,2025-01-25,2025-02-01,7.0
CMPL-50267,Road Construction,Golghar,High,Pending,2024-12-07,,
CMPL-50268,Water Supply,Basharatpur,Low,In-Progress,2024-10-08,,
CMPL-50269,Garbage Collection,Mohaddipur,Medium,In-Progress,2025-06-16,,
CMPL-50270,Water Supply,Mohaddipur,High,In-Progress,2024-12-20,,
CMPL-50271,Sewerage,Mohaddipur,Medium,Resolved,2025-01-18,2025-03-09,50.0
CMPL-50272,Garbage Collection,Indra Nagar,Low,In-Progress,2026-03-28,,
CMPL-50273,Street Light,Golghar,High,In-Progress,2025-04-10,,
CMPL-50274,Road Construction,Basharatpur,Low,Resolved,2025-04-19,2025-07-13,85.0
CMPL-50275,Garbage Collection,Basharatpur,Low,Resolved,2026-03-19,2026-04-13,25.0
CMPL-50276,Road Construction,Indra Nagar,Medium,Pending,2025-06-23,,
CMPL-50277,Water Supply,Golghar,Medium,Resolved,2025-01-29,2025-03-03,33.0
CMPL-50278,Street Light,Mohaddipur,Medium,Resolved,2025-02-10,2025-02-17,7.0
CMPL-50279,Sewerage,Mohaddipur,Medium,Pending,2025-11-14,,
CMPL-50280,Street Light,Civil Lines,Medium,Pending,2024-12-02,,
CMPL-50281,Street Light,Indra Nagar,Medium,In-Progress,2026-04-18,,
CMPL-50282,Sewerage,Mohaddipur,Low,Resolved,2025-02-03,2025-02-20,17.0
CMPL-50283,Sewerage,Mohaddipur,High,In-Progress,2024-05-25,,
CMPL-50284,Water Supply,Mohaddipur,Low,Pending,2025-05-29,,
CMPL-50285,Garbage Collection,Golghar,Low,Resolved,2025-01-15,2025-02-09,25.0
CMPL-50286,Sewerage,Indra Nagar,Medium,Pending,2025-05-22,,
CMPL-50287,Water Supply,Civil Lines,Low,Pending,2025-05-05,,
CMPL-50288,Water Supply,Basharatpur,Medium,In-Progress,2025-12-17,,
CMPL-50289,Garbage Collection,Golghar,Medium,Pending,2025-04-12,,
CMPL-50290,Street Light,Civil Lines,Low,Pending,2024-07-26,,
CMPL-50291,Sewerage,Basharatpur,High,Resolved,2025-02-18,2025-03-11,21.0
CMPL-50292,Water Supply,Indra Nagar,Low,Resolved,2026-03-18,2026-04-04,17.0
CMPL-50293,Sewerage,Mohaddipur,High,Resolved,2024-08-11,2024-09-11,31.0
CMPL-50294,Street Light,Civil Lines,Medium,Pending,2025-05-16,,
CMPL-50295,Road Construction,Mohaddipur,Medium,In-Progress,2026-01-15,,
CMPL-50296,Water Supply,Civil Lines,Low,In-Progress,2025-08-04,,
CMPL-50297,Sewerage,Civil Lines,High,Pending,2024-12-08,,
CMPL-50298,Garbage Collection,Basharatpur,Medium,Resolved,2024-11-30,2024-12-15,15.0
CMPL-50299,Sewerage,Basharatpur,Medium,Resolved,2024-07-04,2024-08-18,45.0
CMPL-50300,Street Light,Golghar,High,In-Progress,2026-04-10,,
CMPL-50301,Garbage Collection,Golghar,Low,In-Progress,2025-12-28,,
CMPL-50302,Sewerage,Basharatpur,High,Resolved,2025-11-07,2025-12-04,27.0
CMPL-50303,Water Supply,Golghar,High,Resolved,2025-09-19,2025-10-31,42.0
CMPL-50304,Water Supply,Indra Nagar,Low,Pending,2025-05-28,,
CMPL-50305,Sewerage,Golghar,Low,In-Progress,2025-07-16,,
CMPL-50306,Street Light,Civil Lines,High,Pending,2026-04-01,,
CMPL-50307,Garbage Collection,Civil Lines,Low,Pending,2025-05-24,,
CMPL-50308,Street Light,Golghar,High,Resolved,2026-03-04,2026-03-07,3.0
CMPL-50309,Garbage Collection,Golghar,Low,Pending,2026-03-28,,
CMPL-50310,Road Construction,Basharatpur,High,Pending,2026-04-18,,
CMPL-50311,Road Construction,Mohaddipur,Medium,In-Progress,2024-06-01,,
CMPL-50312,Garbage Collection,Indra Nagar,Medium,In-Progress,2026-01-12,,
CMPL-50313,Road Construction,Civil Lines,High,Resolved,2026-02-11,2026-06-14,123.0
CMPL-50314,Street Light,Mohaddipur,Low,Pending,2024-06-23,,
CMPL-50315,Water Supply,Civil Lines,High,Resolved,2025-12-05,2025-12-10,5.0
CMPL-50316,Sewerage,Basharatpur,High,Pending,2025-09-21,,
CMPL-50317,Street Light,Indra Nagar,High,Pending,2024-07-27,,
CMPL-50318,Sewerage,Civil Lines,Low,Resolved,2025-11-22,2025-12-12,20.0
CMPL-50319,Road Construction,Civil Lines,High,Pending,2024-10-03,,
CMPL-50320,Street Light,Mohaddipur,High,Resolved,2025-05-11,2025-05-23,12.0
CMPL-50321,Water Supply,Basharatpur,Low,In-Progress,2024-06-18,,
CMPL-50322,Sewerage,Civil Lines,Medium,Resolved,2025-02-09,2025-02-23,14.0
CMPL-50323,Sewerage,Indra Nagar,Low,Pending,2025-02-25,,
CMPL-50324,Road Construction,Golghar,High,Pending,2025-09-28,,
CMPL-50325,Road Construction,Golghar,Low,In-Progress,2025-11-08,,
CMPL-50326,Water Supply,Civil Lines,High,Resolved,2026-02-27,2026-04-24,56.0
CMPL-50327,Sewerage,Indra Nagar,Medium,Pending,2024-04-21,,
CMPL-50328,Garbage Collection,Basharatpur,High,Resolved,2024-10-26,2024-11-06,11.0
CMPL-50329,Water Supply,Basharatpur,Low,Pending,2025-08-01,,
CMPL-50330,Road Construction,Mohaddipur,Medium,In-Progress,2026-01-11,,
CMPL-50331,Street Light,Basharatpur,High,In-Progress,2024-11-10,,
CMPL-50332,Garbage Collection,Basharatpur,Low,In-Progress,2025-09-11,,
CMPL-50333,Garbage Collection,Civil Lines,Medium,Resolved,2025-04-12,2025-05-22,40.0
CMPL-50334,Garbage Collection,Basharatpur,High,Resolved,2025-12-23,2026-02-14,53.0
CMPL-50335,Garbage Collection,Indra Nagar,High,Pending,2025-01-15,,
CMPL-50336,Road Construction,Basharatpur,High,Resolved,2025-09-11,2025-11-01,51.0
CMPL-50337,Road Construction,Mohaddipur,Low,Pending,2025-10-09,,
CMPL-50338,Street Light,Indra Nagar,High,In-Progress,2025-10-26,,
CMPL-50339,Garbage Collection,Mohaddipur,Medium,Resolved,2025-03-05,2025-03-22,17.0
CMPL-50340,Water Supply,Civil Lines,High,Resolved,2025-09-29,2025-11-23,55.0
CMPL-50341,Road Construction,Indra Nagar,Low,Resolved,2025-05-12,2025-08-11,91.0
CMPL-50342,Street Light,Indra Nagar,High,Resolved,2025-07-21,2025-07-22,1.0
CMPL-50343,Street Light,Golghar,Low,Resolved,2024-10-17,2024-10-20,3.0
CMPL-50344,Street Light,Basharatpur,Low,In-Progress,2024-08-10,,
CMPL-50345,Street Light,Indra Nagar,Medium,In-Progress,2025-07-13,,
CMPL-50346,Garbage Collection,Mohaddipur,Low,Pending,2024-08-21,,
CMPL-50347,Street Light,Mohaddipur,High,In-Progress,2024-07-29,,
CMPL-50348,Street Light,Mohaddipur,Medium,Resolved,2024-05-19,2024-05-27,8.0
CMPL-50349,Street Light,Mohaddipur,Low,In-Progress,2025-09-09,,
CMPL-50350,Street Light,Indra Nagar,Low,Resolved,2024-05-31,2024-06-11,11.0
CMPL-50351,Water Supply,Civil Lines,High,Pending,2025-12-15,,
CMPL-50352,Sewerage,Mohaddipur,Low,Resolved,2025-07-01,2025-07-22,21.0
CMPL-50353,Water Supply,Civil Lines,Medium,Pending,2025-08-23,,
CMPL-50354,Garbage Collection,Golghar,Medium,In-Progress,2025-10-24,,
CMPL-50355,Road Construction,Mohaddipur,Low,Pending,2025-08-30,,
CMPL-50356,Water Supply,Golghar,Low,Resolved,2025-09-10,2025-10-03,23.0
CMPL-50357,Street Light,Mohaddipur,High,Pending,2024-09-26,,
CMPL-50358,Water Supply,Basharatpur,High,Pending,2025-12-09,,
CMPL-50359,Street Light,Civil Lines,Low,Pending,2025-12-26,,
CMPL-50360,Street Light,Indra Nagar,High,In-Progress,2026-04-13,,
CMPL-50361,Street Light,Mohaddipur,Low,In-Progress,2024-11-10,,
CMPL-50362,Garbage Collection,Basharatpur,Medium,Resolved,2025-06-01,2025-07-09,38.0
CMPL-50363,Road Construction,Golghar,Medium,Resolved,2025-05-27,2025-09-18,114.0
